method_id,method_type,method_label,stimulus_signature_sha256,domain,task,concept_id,concept,dimension,human_score,api_score,human_z,api_z,api_z_on_primary_mean_scale,risk_direction
single::glm,single_judge,GLM-5.1,4dae5110eb20091701d6e1a4c010fa329def1dcebf77ba093eac067713642e06,Chemistry,B,C10,化学反应与物理变化,fa,4.0,5.0,-1.0116969126006687,0.7536406272972107,1.6609498694776539,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,4dae5110eb20091701d6e1a4c010fa329def1dcebf77ba093eac067713642e06,Chemistry,B,C10,化学反应与物理变化,lc,4.0,5.0,-0.36626846738861396,0.404049075408031,1.2818323567888206,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,4dae5110eb20091701d6e1a4c010fa329def1dcebf77ba093eac067713642e06,Chemistry,B,C10,化学反应与物理变化,mq,3.0,4.0,-1.0177566902037354,0.14976105885007926,0.27044433537004375,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,4dae5110eb20091701d6e1a4c010fa329def1dcebf77ba093eac067713642e06,Chemistry,B,C10,化学反应与物理变化,risk,4.5,4.0,0.4396832701993873,-0.33320893442361854,-0.2801558627623621,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,4dae5110eb20091701d6e1a4c010fa329def1dcebf77ba093eac067713642e06,Chemistry,B,C10,化学反应与物理变化,tf,4.5,5.0,0.6044722285060657,0.608643240562986,1.3034290889703843,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,4df4f7a905ace2fc948090709881f5c5533cb962d7b2dc205f18c36034220490,Chemistry,A,C12,溶液浓度与稀释,cc,4.5,5.0,0.811060679533664,2.0377262268023983,4.352058423157107,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,4df4f7a905ace2fc948090709881f5c5533cb962d7b2dc205f18c36034220490,Chemistry,A,C12,溶液浓度与稀释,fa,5.0,5.0,1.138536525523738,0.7536406272972107,1.6609498694776539,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,4df4f7a905ace2fc948090709881f5c5533cb962d7b2dc205f18c36034220490,Chemistry,A,C12,溶液浓度与稀释,lc,4.5,5.0,0.6938256333459113,0.404049075408031,1.2818323567888206,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,4df4f7a905ace2fc948090709881f5c5533cb962d7b2dc205f18c36034220490,Chemistry,A,C12,溶液浓度与稀释,mq,2.5,4.0,-1.675327255925205,0.14976105885007926,0.27044433537004375,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,4df4f7a905ace2fc948090709881f5c5533cb962d7b2dc205f18c36034220490,Chemistry,A,C12,溶液浓度与稀释,risk,5.0,5.0,1.3444650285287607,0.7141632459291302,1.7951961289255292,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,4df4f7a905ace2fc948090709881f5c5533cb962d7b2dc205f18c36034220490,Chemistry,A,C12,溶液浓度与稀释,tf,4.5,5.0,0.6044722285060657,0.608643240562986,1.3034290889703843,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,500eecc3241331f729e31d777fb29ad8451661fd85dbe74d8fb084fd2ee0bbdb,Chemistry,C,C11,化学键,cc,4.0,3.0,-0.12035093954370472,-0.2748768140900221,0.2810566749977669,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,500eecc3241331f729e31d777fb29ad8451661fd85dbe74d8fb084fd2ee0bbdb,Chemistry,C,C11,化学键,fa,4.5,5.0,0.06341980646153468,0.7536406272972107,1.6609498694776539,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,500eecc3241331f729e31d777fb29ad8451661fd85dbe74d8fb084fd2ee0bbdb,Chemistry,C,C11,化学键,lc,4.0,5.0,-0.36626846738861396,0.404049075408031,1.2818323567888206,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,500eecc3241331f729e31d777fb29ad8451661fd85dbe74d8fb084fd2ee0bbdb,Chemistry,C,C11,化学键,mq,3.0,4.0,-1.0177566902037354,0.14976105885007926,0.27044433537004375,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,500eecc3241331f729e31d777fb29ad8451661fd85dbe74d8fb084fd2ee0bbdb,Chemistry,C,C11,化学键,risk,5.0,5.0,1.3444650285287607,0.7141632459291302,1.7951961289255292,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,500eecc3241331f729e31d777fb29ad8451661fd85dbe74d8fb084fd2ee0bbdb,Chemistry,C,C11,化学键,tf,4.0,5.0,-0.4202521207708834,0.608643240562986,1.3034290889703843,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,526a54a70f1c0cfb33764deb6d2e0f7e1bf818d3b983392bea0bc044fdfff479,Chemistry,C,C10,化学反应与物理变化,cc,4.5,3.0,0.811060679533664,-0.2748768140900221,0.2810566749977669,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,526a54a70f1c0cfb33764deb6d2e0f7e1bf818d3b983392bea0bc044fdfff479,Chemistry,C,C10,化学反应与物理变化,fa,4.5,5.0,0.06341980646153468,0.7536406272972107,1.6609498694776539,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,526a54a70f1c0cfb33764deb6d2e0f7e1bf818d3b983392bea0bc044fdfff479,Chemistry,C,C10,化学反应与物理变化,lc,4.5,5.0,0.6938256333459113,0.404049075408031,1.2818323567888206,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,526a54a70f1c0cfb33764deb6d2e0f7e1bf818d3b983392bea0bc044fdfff479,Chemistry,C,C10,化学反应与物理变化,mq,2.5,3.0,-1.675327255925205,-0.6245222578602884,-1.2411001108219746,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,526a54a70f1c0cfb33764deb6d2e0f7e1bf818d3b983392bea0bc044fdfff479,Chemistry,C,C10,化学反应与物理变化,risk,5.0,5.0,1.3444650285287607,0.7141632459291302,1.7951961289255292,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,526a54a70f1c0cfb33764deb6d2e0f7e1bf818d3b983392bea0bc044fdfff479,Chemistry,C,C10,化学反应与物理变化,tf,4.0,5.0,-0.4202521207708834,0.608643240562986,1.3034290889703843,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,528f02662e524705886a395b26d5437ce4c269226afbd5f86654ab2dc3c7639c,Climate/Environment,A,C28,二氧化碳的气候作用,cc,3.5,2.0,-1.0517625586210735,-1.4311783345362323,-1.754444199081903,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,528f02662e524705886a395b26d5437ce4c269226afbd5f86654ab2dc3c7639c,Climate/Environment,A,C28,二氧化碳的气候作用,fa,4.25,3.0,-0.47413855306956704,-1.4966258994517077,-1.9856086951338074,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,528f02662e524705886a395b26d5437ce4c269226afbd5f86654ab2dc3c7639c,Climate/Environment,A,C28,二氧化碳的气候作用,lc,4.0,4.0,-0.36626846738861396,-1.286498768643035,-1.1455491908875353,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,528f02662e524705886a395b26d5437ce4c269226afbd5f86654ab2dc3c7639c,Climate/Environment,A,C28,二氧化碳的气候作用,mq,3.75,1.0,-0.03140084162153082,-2.1730888912810236,-4.2641890032060115,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,528f02662e524705886a395b26d5437ce4c269226afbd5f86654ab2dc3c7639c,Climate/Environment,A,C28,二氧化碳的气候作用,risk,4.25,3.0,-0.012707608965299468,-1.3805811147763674,-2.3555078544502535,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,528f02662e524705886a395b26d5437ce4c269226afbd5f86654ab2dc3c7639c,Climate/Environment,A,C28,二氧化碳的气候作用,tf,3.75,2.0,-0.9326142954093579,-2.468322452193902,-3.5045752761906495,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,5350da047fbd88c3ff9cb6c4918e8dc63e38d8d1ccb973edc071695b7fbc2f9f,Physics,A,C04,抛体运动,cc,3.5,3.0,-1.0517625586210735,-0.2748768140900221,0.2810566749977669,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,5350da047fbd88c3ff9cb6c4918e8dc63e38d8d1ccb973edc071695b7fbc2f9f,Physics,A,C04,抛体运动,fa,4.75,3.0,0.6009781659926364,-1.4966258994517077,-1.9856086951338074,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,5350da047fbd88c3ff9cb6c4918e8dc63e38d8d1ccb973edc071695b7fbc2f9f,Physics,A,C04,抛体运动,lc,4.25,5.0,0.16377858297864867,0.404049075408031,1.2818323567888206,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,5350da047fbd88c3ff9cb6c4918e8dc63e38d8d1ccb973edc071695b7fbc2f9f,Physics,A,C04,抛体运动,mq,4.0,3.0,0.297384441239204,-0.6245222578602884,-1.2411001108219746,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,5350da047fbd88c3ff9cb6c4918e8dc63e38d8d1ccb973edc071695b7fbc2f9f,Physics,A,C04,抛体运动,risk,3.75,3.0,-0.917489367294673,-1.3805811147763674,-2.3555078544502535,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,5350da047fbd88c3ff9cb6c4918e8dc63e38d8d1ccb973edc071695b7fbc2f9f,Physics,A,C04,抛体运动,tf,4.25,3.0,0.09211005386759116,-1.4426672212749394,-1.901907154470305,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,53c057e143e18941400af486728899130722b99490f98a81e524564cf66f4b19,Biology,C,C16,遗传信息与性状,cc,5.0,5.0,1.7424722986110328,2.0377262268023983,4.352058423157107,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,53c057e143e18941400af486728899130722b99490f98a81e524564cf66f4b19,Biology,C,C16,遗传信息与性状,fa,4.75,5.0,0.6009781659926364,0.7536406272972107,1.6609498694776539,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,53c057e143e18941400af486728899130722b99490f98a81e524564cf66f4b19,Biology,C,C16,遗传信息与性状,lc,4.0,5.0,-0.36626846738861396,0.404049075408031,1.2818323567888206,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,53c057e143e18941400af486728899130722b99490f98a81e524564cf66f4b19,Biology,C,C16,遗传信息与性状,mq,4.25,5.0,0.6261697240999389,0.9240443755604468,1.781988781562062,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,53c057e143e18941400af486728899130722b99490f98a81e524564cf66f4b19,Biology,C,C16,遗传信息与性状,risk,4.75,5.0,0.892074149364074,0.7141632459291302,1.7951961289255292,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,53c057e143e18941400af486728899130722b99490f98a81e524564cf66f4b19,Biology,C,C16,遗传信息与性状,tf,4.75,5.0,1.1168344031445403,0.608643240562986,1.3034290889703843,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,562154e4149cacbbc03fa56403a0f7c84c46ff40ab0fda9d5274f17f34443c40,Climate/Environment,A,C28,二氧化碳的气候作用,cc,4.25,3.0,0.34535486999497966,-0.2748768140900221,0.2810566749977669,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,562154e4149cacbbc03fa56403a0f7c84c46ff40ab0fda9d5274f17f34443c40,Climate/Environment,A,C28,二氧化碳的气候作用,fa,4.0,4.0,-1.0116969126006687,-0.3714926360772485,-0.1623294128280767,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,562154e4149cacbbc03fa56403a0f7c84c46ff40ab0fda9d5274f17f34443c40,Climate/Environment,A,C28,二氧化碳的气候作用,lc,5.0,5.0,1.7539197340804367,0.404049075408031,1.2818323567888206,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,562154e4149cacbbc03fa56403a0f7c84c46ff40ab0fda9d5274f17f34443c40,Climate/Environment,A,C28,二氧化碳的气候作用,mq,4.25,5.0,0.6261697240999389,0.9240443755604468,1.781988781562062,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,562154e4149cacbbc03fa56403a0f7c84c46ff40ab0fda9d5274f17f34443c40,Climate/Environment,A,C28,二氧化碳的气候作用,risk,5.0,5.0,1.3444650285287607,0.7141632459291302,1.7951961289255292,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,562154e4149cacbbc03fa56403a0f7c84c46ff40ab0fda9d5274f17f34443c40,Climate/Environment,A,C28,二氧化碳的气候作用,tf,4.5,5.0,0.6044722285060657,0.608643240562986,1.3034290889703843,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,56f4c7c1dd27bf2af9b8a2ad698a09420feef39e5bd58c29d3ebc3554bca23de,Chemistry,B,C11,化学键,cc,4.5,3.0,0.811060679533664,-0.2748768140900221,0.2810566749977669,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,56f4c7c1dd27bf2af9b8a2ad698a09420feef39e5bd58c29d3ebc3554bca23de,Chemistry,B,C11,化学键,fa,5.0,5.0,1.138536525523738,0.7536406272972107,1.6609498694776539,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,56f4c7c1dd27bf2af9b8a2ad698a09420feef39e5bd58c29d3ebc3554bca23de,Chemistry,B,C11,化学键,lc,4.5,5.0,0.6938256333459113,0.404049075408031,1.2818323567888206,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,56f4c7c1dd27bf2af9b8a2ad698a09420feef39e5bd58c29d3ebc3554bca23de,Chemistry,B,C11,化学键,mq,2.5,5.0,-1.675327255925205,0.9240443755604468,1.781988781562062,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,56f4c7c1dd27bf2af9b8a2ad698a09420feef39e5bd58c29d3ebc3554bca23de,Chemistry,B,C11,化学键,risk,5.0,5.0,1.3444650285287607,0.7141632459291302,1.7951961289255292,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,56f4c7c1dd27bf2af9b8a2ad698a09420feef39e5bd58c29d3ebc3554bca23de,Chemistry,B,C11,化学键,tf,4.5,5.0,0.6044722285060657,0.608643240562986,1.3034290889703843,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,579834564c62efb40cb5603a5e96db45f106eecc5ea4df83dcc3a115a40a3e63,Physics,C,C06,摩擦力与运动,cc,4.5,3.0,0.811060679533664,-0.2748768140900221,0.2810566749977669,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,579834564c62efb40cb5603a5e96db45f106eecc5ea4df83dcc3a115a40a3e63,Physics,C,C06,摩擦力与运动,fa,4.5,3.0,0.06341980646153468,-1.4966258994517077,-1.9856086951338074,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,579834564c62efb40cb5603a5e96db45f106eecc5ea4df83dcc3a115a40a3e63,Physics,C,C06,摩擦力与运动,lc,4.0,5.0,-0.36626846738861396,0.404049075408031,1.2818323567888206,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,579834564c62efb40cb5603a5e96db45f106eecc5ea4df83dcc3a115a40a3e63,Physics,C,C06,摩擦力与运动,mq,3.5,4.0,-0.36018612448226567,0.14976105885007926,0.27044433537004375,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,579834564c62efb40cb5603a5e96db45f106eecc5ea4df83dcc3a115a40a3e63,Physics,C,C06,摩擦力与运动,risk,3.75,3.0,-0.917489367294673,-1.3805811147763674,-2.3555078544502535,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,579834564c62efb40cb5603a5e96db45f106eecc5ea4df83dcc3a115a40a3e63,Physics,C,C06,摩擦力与运动,tf,3.75,5.0,-0.9326142954093579,0.608643240562986,1.3034290889703843,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,58fb7afaaf4f8a30248795f34ac694e28ad727e3ec21ef3621f67179bbf67985,Climate/Environment,A,C29,海洋垃圾与塑料污染,cc,3.5,3.0,-1.0517625586210735,-0.2748768140900221,0.2810566749977669,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,58fb7afaaf4f8a30248795f34ac694e28ad727e3ec21ef3621f67179bbf67985,Climate/Environment,A,C29,海洋垃圾与塑料污染,fa,4.5,3.0,0.06341980646153468,-1.4966258994517077,-1.9856086951338074,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,58fb7afaaf4f8a30248795f34ac694e28ad727e3ec21ef3621f67179bbf67985,Climate/Environment,A,C29,海洋垃圾与塑料污染,lc,4.25,5.0,0.16377858297864867,0.404049075408031,1.2818323567888206,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,58fb7afaaf4f8a30248795f34ac694e28ad727e3ec21ef3621f67179bbf67985,Climate/Environment,A,C29,海洋垃圾与塑料污染,mq,4.0,3.0,0.297384441239204,-0.6245222578602884,-1.2411001108219746,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,58fb7afaaf4f8a30248795f34ac694e28ad727e3ec21ef3621f67179bbf67985,Climate/Environment,A,C29,海洋垃圾与塑料污染,risk,4.5,3.0,0.4396832701993873,-1.3805811147763674,-2.3555078544502535,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,58fb7afaaf4f8a30248795f34ac694e28ad727e3ec21ef3621f67179bbf67985,Climate/Environment,A,C29,海洋垃圾与塑料污染,tf,4.25,3.0,0.09211005386759116,-1.4426672212749394,-1.901907154470305,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,5a73d0c3e3d8aa2dd0a980660a8fbb049376903f267aff21d7313e31152478ad,Climate/Environment,C,C28,二氧化碳的气候作用,cc,4.5,4.0,0.811060679533664,0.8814247063561882,2.316557549077437,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,5a73d0c3e3d8aa2dd0a980660a8fbb049376903f267aff21d7313e31152478ad,Climate/Environment,C,C28,二氧化碳的气候作用,fa,4.5,5.0,0.06341980646153468,0.7536406272972107,1.6609498694776539,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,5a73d0c3e3d8aa2dd0a980660a8fbb049376903f267aff21d7313e31152478ad,Climate/Environment,C,C28,二氧化碳的气候作用,lc,4.5,5.0,0.6938256333459113,0.404049075408031,1.2818323567888206,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,5a73d0c3e3d8aa2dd0a980660a8fbb049376903f267aff21d7313e31152478ad,Climate/Environment,C,C28,二氧化碳的气候作用,mq,4.5,5.0,0.9549550069606737,0.9240443755604468,1.781988781562062,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,5a73d0c3e3d8aa2dd0a980660a8fbb049376903f267aff21d7313e31152478ad,Climate/Environment,C,C28,二氧化碳的气候作用,risk,5.0,5.0,1.3444650285287607,0.7141632459291302,1.7951961289255292,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,5a73d0c3e3d8aa2dd0a980660a8fbb049376903f267aff21d7313e31152478ad,Climate/Environment,C,C28,二氧化碳的气候作用,tf,4.75,5.0,1.1168344031445403,0.608643240562986,1.3034290889703843,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,5a8e34165aa567c56a8191f9ec9fa1a8675c3a93b19fffd23e3721c5709d6fd9,Geoscience,A,C21,岩石循环,cc,3.75,3.0,-0.5860567490823891,-0.2748768140900221,0.2810566749977669,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,5a8e34165aa567c56a8191f9ec9fa1a8675c3a93b19fffd23e3721c5709d6fd9,Geoscience,A,C21,岩石循环,fa,4.5,3.0,0.06341980646153468,-1.4966258994517077,-1.9856086951338074,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,5a8e34165aa567c56a8191f9ec9fa1a8675c3a93b19fffd23e3721c5709d6fd9,Geoscience,A,C21,岩石循环,lc,4.0,5.0,-0.36626846738861396,0.404049075408031,1.2818323567888206,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,5a8e34165aa567c56a8191f9ec9fa1a8675c3a93b19fffd23e3721c5709d6fd9,Geoscience,A,C21,岩石循环,mq,4.5,3.0,0.9549550069606737,-0.6245222578602884,-1.2411001108219746,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,5a8e34165aa567c56a8191f9ec9fa1a8675c3a93b19fffd23e3721c5709d6fd9,Geoscience,A,C21,岩石循环,risk,4.25,4.0,-0.012707608965299468,-0.33320893442361854,-0.2801558627623621,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,5a8e34165aa567c56a8191f9ec9fa1a8675c3a93b19fffd23e3721c5709d6fd9,Geoscience,A,C21,岩石循环,tf,4.0,3.0,-0.4202521207708834,-1.4426672212749394,-1.901907154470305,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,5ba9d8cdce5c06e532882908fbabe6484bf1ae93829a417b7e9e4abfd634064c,Biology,C,C13,自然选择,cc,4.5,3.0,0.811060679533664,-0.2748768140900221,0.2810566749977669,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,5ba9d8cdce5c06e532882908fbabe6484bf1ae93829a417b7e9e4abfd634064c,Biology,C,C13,自然选择,fa,4.75,4.0,0.6009781659926364,-0.3714926360772485,-0.1623294128280767,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,5ba9d8cdce5c06e532882908fbabe6484bf1ae93829a417b7e9e4abfd634064c,Biology,C,C13,自然选择,lc,4.25,5.0,0.16377858297864867,0.404049075408031,1.2818323567888206,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,5ba9d8cdce5c06e532882908fbabe6484bf1ae93829a417b7e9e4abfd634064c,Biology,C,C13,自然选择,mq,4.25,4.0,0.6261697240999389,0.14976105885007926,0.27044433537004375,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,5ba9d8cdce5c06e532882908fbabe6484bf1ae93829a417b7e9e4abfd634064c,Biology,C,C13,自然选择,risk,4.25,5.0,-0.012707608965299468,0.7141632459291302,1.7951961289255292,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,5ba9d8cdce5c06e532882908fbabe6484bf1ae93829a417b7e9e4abfd634064c,Biology,C,C13,自然选择,tf,4.75,5.0,1.1168344031445403,0.608643240562986,1.3034290889703843,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,5bfc0e2968a68d618bf92b9b7e491ce4548ba0388c4361281f09a8514ffb8ef9,Physics,B,C02,净力与加速度,cc,3.75,3.0,-0.5860567490823891,-0.2748768140900221,0.2810566749977669,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,5bfc0e2968a68d618bf92b9b7e491ce4548ba0388c4361281f09a8514ffb8ef9,Physics,B,C02,净力与加速度,fa,4.5,5.0,0.06341980646153468,0.7536406272972107,1.6609498694776539,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,5bfc0e2968a68d618bf92b9b7e491ce4548ba0388c4361281f09a8514ffb8ef9,Physics,B,C02,净力与加速度,lc,3.75,5.0,-0.8963155177558766,0.404049075408031,1.2818323567888206,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,5bfc0e2968a68d618bf92b9b7e491ce4548ba0388c4361281f09a8514ffb8ef9,Physics,B,C02,净力与加速度,mq,3.0,5.0,-1.0177566902037354,0.9240443755604468,1.781988781562062,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,5bfc0e2968a68d618bf92b9b7e491ce4548ba0388c4361281f09a8514ffb8ef9,Physics,B,C02,净力与加速度,risk,4.25,5.0,-0.012707608965299468,0.7141632459291302,1.7951961289255292,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,5bfc0e2968a68d618bf92b9b7e491ce4548ba0388c4361281f09a8514ffb8ef9,Physics,B,C02,净力与加速度,tf,3.25,5.0,-1.957338644686307,0.608643240562986,1.3034290889703843,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,5d04b4c4da3e6af01bb76fadfc43e8c1149f22538e13a1f9213aa0ebc6e36253,Physics,A,C02,净力与加速度,cc,3.0,4.0,-1.9831741776984422,0.8814247063561882,2.316557549077437,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,5d04b4c4da3e6af01bb76fadfc43e8c1149f22538e13a1f9213aa0ebc6e36253,Physics,A,C02,净力与加速度,fa,4.25,5.0,-0.47413855306956704,0.7536406272972107,1.6609498694776539,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,5d04b4c4da3e6af01bb76fadfc43e8c1149f22538e13a1f9213aa0ebc6e36253,Physics,A,C02,净力与加速度,lc,4.0,5.0,-0.36626846738861396,0.404049075408031,1.2818323567888206,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,5d04b4c4da3e6af01bb76fadfc43e8c1149f22538e13a1f9213aa0ebc6e36253,Physics,A,C02,净力与加速度,mq,3.5,3.0,-0.36018612448226567,-0.6245222578602884,-1.2411001108219746,quality_aligned_high_is_good; aligned risk = 6 - raw risk
single::glm,single_judge,GLM-5.1,5d04b4c4da3e6af01bb76fadfc43e8c1149f22538e13a1f9213aa0ebc6e36253,Physics,A,C02,净力与加速度,risk,3.25,3.0,-1.8222711256240465,-1.3805811147763674,-2.3555078544502535,quality_aligned_high_is_good; aligned risk = 6 - raw risk
