judge_provider,item_id,source_stimulus_id,source_item_uid,api_item_id,replicate_index,runner_order,domain,concept_id,concept,task_type,generator,text_sha256,call_status,paper_model_label,judge_model_requested,actual_api_model,judge_model_returned,judge_model,fa,cc,lc,tf,mq,risk,retry_count,http_status,usage_prompt_tokens,usage_completion_tokens,system_fingerprint_or_backend_id
gemini,ri_5ca44b3eed9a4694ac1f,RST083,豆包_B_C28,API810_238,2,252,Climate/Environment,C28,二氧化碳的气候作用,B,ByteDance Doubao,5c6819db7f1d108ad0d297b5b142f7ebce397f549f410d964654a62665d2f45b,valid,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro,4.0,3.0,4.0,3.0,4.0,2.0,0,200,910,94,gemini-3.1-pro-preview
gemini,ri_6b33c98f831f7a1e79a5,RST018,千问_C_C06,API810_066,2,253,Physics,C06,摩擦力与运动,C,Alibaba Qwen,51e13339dffaed555562ef305a219a079ed77f664792476a9bbc2f3337e81cf1,valid,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro,5.0,4.0,5.0,5.0,4.0,1.0,0,200,930,137,gemini-3.1-pro-preview
gemini,ri_8d89e29cb1f4b6c9589c,RST059,KIMI_B_C20,API810_590,3,254,Geoscience,C20,地质时间,B,Moonshot Kimi,d0a12ba88c99e37ebbdfd1f812e56444b8da40ec6943add57fcb2a1af220c9ea,valid,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro,4.0,2.0,4.0,2.0,3.0,2.0,0,200,913,136,gemini-3.1-pro-preview
gemini,ri_f5d7cebaadd9c5a90317,RST027,Gemini_C_C09,API810_429,3,255,Chemistry,C09,相变,C,Google Gemini,947466ef77fa70f18705746a5452b541edb728a768bfaf4f7000675af8fba471,valid,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro,5.0,4.0,5.0,5.0,5.0,1.0,0,200,935,92,gemini-3.1-pro-preview
gemini,ri_3979f07185b87188e7a8,RST044,DEEPSEEK_B_C15,API810_315,1,256,Biology,C15,随机变异与非随机选择,B,DeepSeek,e46b346746275fe58c60a7003841e44a9b9b4f8e8002c5e3d2dc410f97170664,valid,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro,4.0,3.0,4.0,4.0,5.0,2.0,0,200,934,97,gemini-3.1-pro-preview
gemini,ri_611f7fa0b4f7d36adf33,RST079,mimo_A_C27,API810_477,3,257,Climate/Environment,C27,全球变暖与气候变化,A,Mimo,3e0f36edc5ca9eaabd1415ca796e2f2eee59e779f3514dd533b6aac83ce2ac99,valid,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro,5.0,3.0,5.0,4.0,5.0,1.0,0,200,917,93,gemini-3.1-pro-preview
gemini,ri_329ff2db999c2b85a671,RST068,Gemini_B_C23,API810_413,3,258,Geoscience,C23,火山与板块边界,B,Google Gemini,9fc712fb4be0749bb9fb03d78b011f664940ab6213ff2f5813dd19ae78b2ca84,valid,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro,5.0,4.0,5.0,5.0,5.0,1.0,0,200,927,135,gemini-3.1-pro-preview
gemini,ri_87e0e4c2052e67048ed9,RST076,GLM_A_C26,API810_746,3,259,Climate/Environment,C26,天气与气候,A,Zhipu GLM,1ba344a13169bc75355f452aaa508c36a29c4b99ae5b50e536ac98a4ab30e5d2,valid,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro,5.0,4.0,5.0,5.0,5.0,1.0,0,200,910,95,gemini-3.1-pro-preview
gemini,ri_82e440f9654cf2d84141,RST073,豆包_A_C25,API810_205,2,260,Climate/Environment,C25,温室效应,A,ByteDance Doubao,20d548cb4cad8c36d573f7f6e09ca72db671a5211c26102fe2443f02ee48b702,valid,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro,5.0,4.0,5.0,5.0,5.0,1.0,0,200,913,136,gemini-3.1-pro-preview
gemini,ri_8e8bb18e56140e7ccefd,RST043,GLM_A_C15,API810_735,3,261,Biology,C15,随机变异与非随机选择,A,Zhipu GLM,d4afa637ccbd9c9e8d32064f69f52909265081f2d98a89359244c8b5139f03b4,valid,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro,5.0,5.0,5.0,5.0,5.0,1.0,0,200,916,134,gemini-3.1-pro-preview
gemini,ri_c1722bd6cbb9b4aed2db,RST065,mimo_B_C22,API810_502,2,262,Geoscience,C22,地震成因,B,Mimo,2d5622688d15f2113388b2e717e3145fb8e1b01d977299c1da3530cbfe981e27,valid,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro,4.0,3.0,5.0,4.0,4.0,2.0,0,200,910,133,gemini-3.1-pro-preview
gemini,ri_2d7d6b06b2e250466e0f,RST054,GLM_C_C18,API810_798,2,263,Biology,C18,光合作用与细胞呼吸,C,Zhipu GLM,2b649c43837a157985ca2638a3f2c87f5f99cb2f0b1b1da4a76e4f0f87a2cae2,valid,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro,5.0,4.0,5.0,5.0,5.0,1.0,0,200,942,137,gemini-3.1-pro-preview
gemini,ri_70b5f92ee8a9b3a674f9,RST004,DEEPSEEK_A_C02,API810_272,2,264,Physics,C02,净力与加速度,A,DeepSeek,5961e5aed766245329b02a607427024c216fa5514991da62fa9f20795fd267ed,valid,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro,2.0,2.0,3.0,2.0,2.0,4.0,0,200,907,95,gemini-3.1-pro-preview
gemini,ri_25cf0e535c58134c0a33,RST012,Gemini_C_C04,API810_424,1,265,Physics,C04,抛体运动,C,Google Gemini,e84ffb0027c9978e1cffe9d762ccd7d106b59195c62072f355a8fe9106874dcc,valid,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro,4.0,3.0,5.0,5.0,4.0,2.0,0,200,952,96,gemini-3.1-pro-preview
gemini,ri_2b3fc02f2dbe8f801f1e,RST037,Gemini_A_C13,API810_373,2,266,Biology,C13,自然选择,A,Google Gemini,7f2eda7386f6f6a08e693860e9c2b7869cb9fd36fadb8393ba3ed63d57a44fa0,valid,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro,5.0,4.0,5.0,5.0,5.0,1.0,0,200,917,94,gemini-3.1-pro-preview
gemini,ri_e90c3b0ca710a2a1c9dc,RST055,DEEPSEEK_A_C19,API810_289,2,267,Geoscience,C19,板块构造,A,DeepSeek,6f76eb8772596933f44ae62d7b781a543a505a8ea531928555a86cb9045cca9f,valid,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro,5.0,4.0,5.0,5.0,5.0,1.0,0,200,908,135,gemini-3.1-pro-preview
gemini,ri_41c61c3c6d5656c778d6,RST053,claude_B_C18,API810_138,1,268,Biology,C18,光合作用与细胞呼吸,B,Anthropic Claude,1abe53d5b2af78cc65593014db0128483ada546e0e6b7eb270381c8c3a163992,valid,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro,5.0,4.0,5.0,5.0,5.0,1.0,0,200,933,137,gemini-3.1-pro-preview
gemini,ri_2fd25644ede9a5f20a86,RST031,claude_A_C11,API810_101,1,269,Chemistry,C11,化学键,A,Anthropic Claude,31f7e952c93ba10ad39887dff22d31f586069bcc8fad8a914977c0ae0f10544d,valid,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro,5.0,5.0,5.0,5.0,5.0,1.0,0,200,915,93,gemini-3.1-pro-preview
gemini,ri_bc50a935293c62e37ab7,RST022,Gemini_A_C08,API810_368,2,270,Chemistry,C08,物质微粒观,A,Google Gemini,437b2fa3042ef259089bb2be87100c4060a8306f13d7c84b666020d9d55e6fe2,valid,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro,5.0,4.0,5.0,5.0,5.0,1.0,0,200,923,135,gemini-3.1-pro-preview
glm,ri_0130bfc7e0637736636e,RST029,GPT_B_C10,API810_670,3,1,Chemistry,C10,化学反应与物理变化,B,OpenAI GPT,1027f183d78976026e49c8eb074a0d14e7ef1ebf3c543de46c07a260f7f41d75,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5.0,3.0,5.0,5.0,5.0,1.0,0,200,881,1105,
glm,ri_8fd81c8f1be1896a3616,RST069,GPT_C_C23,API810_713,2,2,Geoscience,C23,火山与板块边界,C,OpenAI GPT,b948e2c1119509465257752710519c173595cd0a8a2ffee4b58f8eed8e9b8318,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5.0,5.0,5.0,5.0,5.0,1.0,0,200,899,704,
glm,ri_2d789c88d9dea3c649bf,RST070,Gemini_A_C24,API810_384,2,3,Geoscience,C24,地球内部结构,A,Google Gemini,8ccdeb0292b43afc7ca80e32aca4c58cc2c3f629bd49e92466fb2119f2dfc6b5,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,4.0,3.0,5.0,2.0,1.0,3.0,0,200,901,1425,
glm,ri_fd5657a869934b782618,RST052,DEEPSEEK_A_C18,API810_288,3,4,Biology,C18,光合作用与细胞呼吸,A,DeepSeek,01c30716c720981a73f6979f26f363c5cd39a9782cc9e1294c13b35f1529a5d2,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,3.0,3.0,3.0,3.0,3.0,3.0,0,200,881,1868,
glm,ri_6698b5e6cd68e271555b,RST046,KIMI_A_C16,API810_556,1,5,Biology,C16,遗传信息与性状,A,Moonshot Kimi,c6c0c70b8a2777d5fee336f141449fbe0f28fc4cf1b37a32bc9a2cf1b6c0f94a,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5.0,4.0,5.0,5.0,5.0,1.0,0,200,874,972,
glm,ri_88da2f9cd1d57975dbab,RST011,豆包_B_C04,API810_214,1,6,Physics,C04,抛体运动,B,ByteDance Doubao,03f6f8557c71c01b5f7aebb33e51ce0bfb9b38d881f3391a43247bbf9e2782ff,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5.0,3.0,5.0,5.0,5.0,3.0,0,200,881,1108,
glm,ri_27cb7ab379819cfef9ca,RST062,DEEPSEEK_B_C21,API810_321,1,7,Geoscience,C21,岩石循环,B,DeepSeek,1b087407f952d2e2d6527f4db5ef6b80274e666f99bfd12ec4b41976018fff0b,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,3.0,1.0,4.0,1.0,1.0,5.0,0,200,877,1259,
glm,ri_94d3d91c39ba383c8340,RST015,DEEPSEEK_C_C05,API810_335,3,8,Physics,C05,圆周运动,C,DeepSeek,9044fac57bd0abef87bebc420917210df3098681d600260b7a0e9561914dbfb6,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5.0,4.0,4.0,5.0,5.0,1.0,0,200,901,893,
glm,ri_d1d541b96991a226d152,RST041,Gemini_B_C14,API810_404,3,9,Biology,C14,进化没有预设目标,B,Google Gemini,0d92876dc103d9911eb32a474953ee10c41bf854346ec7c34ec27c03b3268be9,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5.0,4.0,5.0,5.0,5.0,1.0,0,200,891,993,
glm,ri_96faa9d065a2ddced8b9,RST021,DEEPSEEK_C_C07,API810_337,3,10,Chemistry,C07,质量守恒,C,DeepSeek,3be892392b50203fd556268ea2954439843c1a2b1edb06402ffa5434fbba3318,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5.0,3.0,5.0,5.0,5.0,1.0,0,200,900,1204,
glm,ri_4af4bc1a7937f4ee4350,RST041,Gemini_B_C14,API810_404,1,11,Biology,C14,进化没有预设目标,B,Google Gemini,0d92876dc103d9911eb32a474953ee10c41bf854346ec7c34ec27c03b3268be9,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5.0,4.0,5.0,5.0,5.0,1.0,0,200,897,858,
glm,ri_bdd239eb95fa893aea08,RST036,千问_C_C12,API810_072,1,12,Chemistry,C12,溶液浓度与稀释,C,Alibaba Qwen,43606521bdb443204ee497b6ce32447cbc69eb55fc5639f474baaa0a1b7e65a0,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5.0,5.0,5.0,5.0,5.0,1.0,0,200,886,804,
glm,ri_0dcd5f70f546e4fac128,RST032,豆包_B_C11,API810_221,2,13,Chemistry,C11,化学键,B,ByteDance Doubao,64352c65e6102db63fae1e8410d43b72990b3d419379a78a0360b6df644369a9,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,3.0,2.0,4.0,4.0,3.0,3.0,0,200,872,1462,
glm,ri_54048173a9a69900118d,RST050,KIMI_B_C17,API810_587,2,14,Biology,C17,能量流动与物质循环,B,Moonshot Kimi,80c9a2f7e4c84980cf5c8f510f3df84191bfa9871b7f9344a3c32365b9964344,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5.0,4.0,5.0,5.0,5.0,1.0,0,200,883,1074,
glm,ri_2f90bc2315f80cb94a9e,RST027,Gemini_C_C09,API810_429,1,15,Chemistry,C09,相变,C,Google Gemini,947466ef77fa70f18705746a5452b541edb728a768bfaf4f7000675af8fba471,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5.0,5.0,5.0,5.0,5.0,1.0,0,200,906,753,
glm,ri_f84728d0fc47f13799ec,RST007,KIMI_A_C03,API810_543,3,16,Physics,C03,牛顿第三定律,A,Moonshot Kimi,5f871bb77eee690b892ae96edfcaaf973b7d4e22d6160f73c1603bae61d3e399,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5.0,5.0,5.0,5.0,5.0,1.0,0,200,869,921,
glm,ri_3408ed56407d0fe2db38,RST062,DEEPSEEK_B_C21,API810_321,3,17,Geoscience,C21,岩石循环,B,DeepSeek,1b087407f952d2e2d6527f4db5ef6b80274e666f99bfd12ec4b41976018fff0b,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,3.0,3.0,4.0,5.0,2.0,3.0,0,200,877,1190,
glm,ri_d74543b73fa5c1291425,RST006,豆包_C_C02,API810_242,3,18,Physics,C02,净力与加速度,C,ByteDance Doubao,d124841961e8a0ea1c7a92127397cce8021e79d4597ef253648df0566f49ef22,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,4.0,3.0,4.0,5.0,3.0,3.0,1,200,882,1332,
glm,ri_74c4ea628ba527dfcd17,RST023,mimo_B_C08,API810_488,3,19,Chemistry,C08,物质微粒观,B,Mimo,a3faaf6c215bfc670c495f735bf9f13c20c9a2a1f2928d851d92ba026fc5e207,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5.0,3.0,5.0,5.0,5.0,1.0,1,200,871,919,
glm,ri_b1450c76b85cfaf7d3a1,RST085,千问_A_C29,API810_029,1,20,Climate/Environment,C29,海洋垃圾与塑料污染,A,Alibaba Qwen,20337cc711fc466f189cb9665056280eb3f219e0e9ead8ec3fa8c804c65f0f27,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5.0,3.0,5.0,3.0,3.0,1.0,1,200,879,1363,
glm,ri_cfd23c6f8d79e8e6aa2b,RST015,DEEPSEEK_C_C05,API810_335,1,21,Physics,C05,圆周运动,C,DeepSeek,9044fac57bd0abef87bebc420917210df3098681d600260b7a0e9561914dbfb6,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5.0,4.0,4.0,5.0,5.0,1.0,0,200,904,836,
glm,ri_d64f00a7aa977ceb53d9,RST088,GPT_A_C30,API810_660,3,22,Climate/Environment,C30,自然变率与人为影响,A,OpenAI GPT,7d55b7238f7397d3e7f2804e8a347b137448efcb426cccd5c1a37bfc88bd65b1,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5.0,3.0,5.0,5.0,5.0,1.0,2,200,877,962,
glm,ri_6c1b1abe7ccbe95ba58c,RST061,GLM_A_C21,API810_741,2,23,Geoscience,C21,岩石循环,A,Zhipu GLM,4880ec97be032be78601146cd6ddd6bc0068ee4c815d77438834fcddbac61a9e,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5.0,3.0,5.0,5.0,5.0,1.0,1,200,880,1021,
glm,ri_cddf9401ef0de588c528,RST002,千问_B_C01,API810_031,1,24,Physics,C01,惯性,B,Alibaba Qwen,31765d9b255c92e038cc94997ee75354f0ae89eb461f81e208ee993995da9688,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5.0,3.0,3.0,4.0,5.0,1.0,1,200,871,829,
glm,ri_70d14669df20187ea5d8,RST033,KIMI_C_C11,API810_611,2,25,Chemistry,C11,化学键,C,Moonshot Kimi,659a9b10212e3bd92272b70477058c5c8554b0e9e4ca50d97c865b6d5557caba,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5.0,3.0,5.0,5.0,5.0,1.0,1,200,883,855,
glm,ri_8d60f5e997f685ac5c50,RST089,千问_B_C30,API810_060,2,26,Climate/Environment,C30,自然变率与人为影响,B,Alibaba Qwen,4fe91f09c6a026a94fdab6c4cd86ce78911ce59fb4fa58d70d884928a0889abd,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5.0,2.0,5.0,3.0,3.0,3.0,1,200,889,1465,
glm,ri_2d3a8f452e48d6012185,RST064,KIMI_A_C22,API810_562,2,27,Geoscience,C22,地震成因,A,Moonshot Kimi,5707f85cb07a754f7ef4b8f362e343b1faf96c9414a026ce9b668053933998fa,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,4.0,3.0,4.0,4.0,3.0,2.0,1,200,870,1151,
glm,ri_c962f7ad42fb1b555c4d,RST066,豆包_C_C22,API810_262,1,28,Geoscience,C22,地震成因,C,ByteDance Doubao,2b09f068d9636bf91de1271e577e576d894fc338a29f071031196a9d9f3a0f6a,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,4.0,3.0,4.0,5.0,2.0,1.0,1,200,880,848,
glm,ri_5d044e89e278993bb952,RST025,mimo_A_C09,API810_459,1,29,Chemistry,C09,相变,A,Mimo,093714065313b43911ef4b8383e0681169b3604f73166358229eefd0f41379b3,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5.0,4.0,5.0,5.0,5.0,1.0,0,200,877,1095,
glm,ri_c5bc8425bfead0efbc52,RST079,mimo_A_C27,API810_477,1,30,Climate/Environment,C27,全球变暖与气候变化,A,Mimo,3e0f36edc5ca9eaabd1415ca796e2f2eee59e779f3514dd533b6aac83ce2ac99,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5.0,4.0,5.0,5.0,5.0,1.0,0,200,880,1127,
glm,ri_66398c10b7c0fb8a0671,RST086,DEEPSEEK_B_C29,API810_329,2,31,Climate/Environment,C29,海洋垃圾与塑料污染,B,DeepSeek,b10cc419edfdde63da0a0169c0b1d882f69b71aacb1b321fc5b32ddff6637c8f,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,3.0,3.0,4.0,4.0,3.0,3.0,0,200,890,961,
glm,ri_427a60422550f0ea8403,RST042,mimo_C_C14,API810_524,2,32,Biology,C14,进化没有预设目标,C,Mimo,ba06d060edd70de1e7657a51fc75d85b0bbd3215db68bed8441aabaed5bdd066,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5.0,5.0,5.0,5.0,5.0,1.0,0,200,908,756,
glm,ri_a963f040f282db5aa5af,RST009,GLM_C_C03,API810_783,1,33,Physics,C03,牛顿第三定律,C,Zhipu GLM,ed47a35ac71911643855ca2c511a3ebea90df168e84b3c2dab870343d4831ebf,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5.0,3.0,5.0,5.0,3.0,1.0,0,200,899,877,
glm,ri_f4a15b40373179d6aa1c,RST030,GLM_C_C10,API810_790,3,34,Chemistry,C10,化学反应与物理变化,C,Zhipu GLM,eca4c28d15d811d4560b6c74adcd2bdd12c97b8bb414790c2e813e980b8d5ba5,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5.0,5.0,5.0,5.0,5.0,1.0,0,200,906,729,
glm,ri_ac72b4302ca379cdc971,RST047,mimo_B_C16,API810_496,2,35,Biology,C16,遗传信息与性状,B,Mimo,55d480bedd9204d57c8b96566728d329f313a7e8d7eb72c68a64f1f45f7889d2,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5.0,3.0,5.0,5.0,5.0,1.0,0,200,868,1195,
glm,ri_775f18565e58a1f1f444,RST073,豆包_A_C25,API810_205,1,36,Climate/Environment,C25,温室效应,A,ByteDance Doubao,20d548cb4cad8c36d573f7f6e09ca72db671a5211c26102fe2443f02ee48b702,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,4.0,3.0,5.0,5.0,5.0,1.0,0,200,875,848,
glm,ri_d8f5d2e690b3762c2960,RST057,千问_C_C19,API810_079,1,37,Geoscience,C19,板块构造,C,Alibaba Qwen,b6087f69835176a8caf0f9b1b1672b8b411c49da95d51b2851cce3c987a993b8,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5.0,3.0,5.0,5.0,3.0,1.0,0,200,890,1072,
glm,ri_ce90cf5a33701f6b5433,RST077,Gemini_B_C26,API810_416,3,38,Climate/Environment,C26,天气与气候,B,Google Gemini,01851605062f0bc2b5dbde36ecffc0e4448983788938f4f55aa3548a39440f09,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5.0,3.0,5.0,5.0,5.0,1.0,0,200,892,1267,
glm,ri_65948e20b0563983fb54,RST029,GPT_B_C10,API810_670,2,39,Chemistry,C10,化学反应与物理变化,B,OpenAI GPT,1027f183d78976026e49c8eb074a0d14e7ef1ebf3c543de46c07a260f7f41d75,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,4.0,3.0,5.0,5.0,5.0,1.0,0,200,875,1073,
glm,ri_2e937922f389c31a2390,RST011,豆包_B_C04,API810_214,3,40,Physics,C04,抛体运动,B,ByteDance Doubao,03f6f8557c71c01b5f7aebb33e51ce0bfb9b38d881f3391a43247bbf9e2782ff,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,4.0,3.0,5.0,5.0,4.0,3.0,0,200,887,1083,
glm,ri_33a112b16858f57c2e0b,RST075,GPT_C_C25,API810_715,2,41,Climate/Environment,C25,温室效应,C,OpenAI GPT,41c092f76a7eb9e4c7608f4978918f989004ce5032ab6614bf3ebbaa8bba9ac1,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5.0,4.0,5.0,5.0,5.0,1.0,0,200,883,985,
glm,ri_dfb51f70baaf1f492fbf,RST025,mimo_A_C09,API810_459,3,42,Chemistry,C09,相变,A,Mimo,093714065313b43911ef4b8383e0681169b3604f73166358229eefd0f41379b3,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,3.0,2.0,5.0,2.0,1.0,3.0,0,200,871,1090,
glm,ri_1ccfbd12722b50838fe5,RST015,DEEPSEEK_C_C05,API810_335,2,43,Physics,C05,圆周运动,C,DeepSeek,9044fac57bd0abef87bebc420917210df3098681d600260b7a0e9561914dbfb6,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5.0,4.0,4.0,5.0,5.0,1.0,0,200,895,1013,
glm,ri_1f05d5f19f9c75667665,RST074,KIMI_B_C25,API810_595,3,44,Climate/Environment,C25,温室效应,B,Moonshot Kimi,15234426580200d04c25c1702713e1e34448ebd60d49990f4bd62822c418dd79,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,3.0,2.0,5.0,5.0,3.0,4.0,0,200,881,1708,
glm,ri_62262e3e65ed8cf89c67,RST051,claude_C_C17,API810_167,2,45,Biology,C17,能量流动与物质循环,C,Anthropic Claude,d20feba413d3e7dc66139db4e253ad72ee5a65d4151494683b757cdfd3dfd18e,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5.0,5.0,5.0,5.0,5.0,1.0,0,200,902,669,
glm,ri_1b8c3e0034d5b329e9f2,RST036,千问_C_C12,API810_072,2,46,Chemistry,C12,溶液浓度与稀释,C,Alibaba Qwen,43606521bdb443204ee497b6ce32447cbc69eb55fc5639f474baaa0a1b7e65a0,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5.0,5.0,5.0,5.0,5.0,1.0,0,200,910,768,
glm,ri_42f49ea5678cd904fa0e,RST066,豆包_C_C22,API810_262,3,47,Geoscience,C22,地震成因,C,ByteDance Doubao,2b09f068d9636bf91de1271e577e576d894fc338a29f071031196a9d9f3a0f6a,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,4.0,3.0,5.0,5.0,3.0,3.0,0,200,877,903,
glm,ri_5c81dfddd3f935ca14c1,RST049,千问_A_C17,API810_017,3,48,Biology,C17,能量流动与物质循环,A,Alibaba Qwen,39fe4da99291449bdd382d343f97d6feaaf702bc87cf3fd591553717a9c67864,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5.0,3.0,5.0,5.0,5.0,1.0,0,200,873,1020,
glm,ri_60582b8fc296f39d5f04,RST089,千问_B_C30,API810_060,1,49,Climate/Environment,C30,自然变率与人为影响,B,Alibaba Qwen,4fe91f09c6a026a94fdab6c4cd86ce78911ce59fb4fa58d70d884928a0889abd,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,4.0,2.0,5.0,2.0,3.0,2.0,0,200,886,1236,
glm,ri_8fbbcc9f2517715272ca,RST086,DEEPSEEK_B_C29,API810_329,3,50,Climate/Environment,C29,海洋垃圾与塑料污染,B,DeepSeek,b10cc419edfdde63da0a0169c0b1d882f69b71aacb1b321fc5b32ddff6637c8f,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,4.0,3.0,5.0,5.0,4.0,3.0,0,200,887,1605,
glm,ri_5f8c7f95723513900e5d,RST073,豆包_A_C25,API810_205,3,51,Climate/Environment,C25,温室效应,A,ByteDance Doubao,20d548cb4cad8c36d573f7f6e09ca72db671a5211c26102fe2443f02ee48b702,valid,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5.0,3.0,5.0,5.0,5.0,2.0,0,200,875,1266,
