item_id,source_stimulus_id,source_item_uid,api_item_id,replicate_index,runner_order,domain,concept_id,task_type,generator,text_sha256,content_json_sha256
ri_b442d309b3ddecbaa23e,RST064,KIMI_A_C22,API810_562,3,192,Geoscience,C22,A,Moonshot Kimi,5707f85cb07a754f7ef4b8f362e343b1faf96c9414a026ce9b668053933998fa,51221a4a86edfd7b29464d61ad3e25dcdb329056b4b2d0febe80f04aedcf9452
ri_61fb675c540c95a24300,RST084,DEEPSEEK_C_C28,API810_358,1,193,Climate/Environment,C28,C,DeepSeek,d276ae40743e08bdd08cdb5786ce63ce2e9a6a8019611b30b631caeb10c4c972,6c3294f9ebe28debd6831f440ea39266c5fdb9b0e852ecd3e4770d3467c8532f
ri_62fa1f396601ce1b4004,RST022,Gemini_A_C08,API810_368,1,194,Chemistry,C08,A,Google Gemini,437b2fa3042ef259089bb2be87100c4060a8306f13d7c84b666020d9d55e6fe2,e912297305e6c62ad56fae546a9996b6b1e26ad154ce593ebc82bdcd89a6261c
ri_92b41686d55db3dc1557,RST038,GPT_B_C13,API810_673,1,195,Biology,C13,B,OpenAI GPT,633beeea61eee1fce389f9aa0802bb2be8610d8ea82c527e4186605f00bac130,21a6ddf558571694ed68a037109ab21c8a44893e64f92673ae9cdcaf6dd3b97b
ri_6459a6380dee1bc89c1d,RST002,千问_B_C01,API810_031,3,196,Physics,C01,B,Alibaba Qwen,31765d9b255c92e038cc94997ee75354f0ae89eb461f81e208ee993995da9688,39ce96adf41a530d3b98ba8510abcb59ec17547ac33d8f777e4327debf871a69
ri_a6c13f9300c14229a6e6,RST046,KIMI_A_C16,API810_556,3,197,Biology,C16,A,Moonshot Kimi,c6c0c70b8a2777d5fee336f141449fbe0f28fc4cf1b37a32bc9a2cf1b6c0f94a,252d7876cce1b52c39a5a46a4ef22263c06c24aefa7b476c44e144aff4d1f34c
ri_84d836eff2ae5cd73801,RST063,claude_C_C21,API810_171,2,198,Geoscience,C21,C,Anthropic Claude,1923d4ff3ea4d64c144d8f2208f0bcc794e0fe840bd3074a0f6c6e730d91503e,02413a5e636a6a74aa9cdd2e291e60f9edd2aceed0f12adac5dba8cb94481583
ri_13af40b9f5e29f3fedea,RST069,GPT_C_C23,API810_713,1,199,Geoscience,C23,C,OpenAI GPT,b948e2c1119509465257752710519c173595cd0a8a2ffee4b58f8eed8e9b8318,ca5580c3622d0454671e74284d86e7a889ba576ccccb21d6ee6b3d35de76c45f
ri_bd146a53192094969db9,RST043,GLM_A_C15,API810_735,1,200,Biology,C15,A,Zhipu GLM,d4afa637ccbd9c9e8d32064f69f52909265081f2d98a89359244c8b5139f03b4,2e1ab3773c5d54d85b0e7edb38ca3377aa52677005b8fd0c55f49ca2f418f216
ri_40b9067d10585bdcf395,RST072,GLM_C_C24,API810_804,3,201,Geoscience,C24,C,Zhipu GLM,e81a67c5363be5e8b44371f35bcec6342325cafb6c3bbd5cbb4deeea923fcdd9,a662b42fdaf898aeef989fa5f605eda1bf8137da10cf0bfb46bf98c5a9e66ab8
ri_dea1ff2be37c38cc9538,RST052,DEEPSEEK_A_C18,API810_288,1,202,Biology,C18,A,DeepSeek,01c30716c720981a73f6979f26f363c5cd39a9782cc9e1294c13b35f1529a5d2,e547c9faedcff8f17dd3fda7ead01cfa2d72e7a9102208bc89ca9b518a7e39e2
ri_d8518cc499f8f332a188,RST040,豆包_A_C14,API810_194,1,203,Biology,C14,A,ByteDance Doubao,c402a139197703fea3dc7e7bc809f932eaf2d16bdad924fbea3d5570beb6eea2,6988fafd51f62dc99960f1419d71b09a8ce47441d9bcf49420cc72b821ed93c8
ri_acc9a567dd12e9ac409d,RST009,GLM_C_C03,API810_783,2,204,Physics,C03,C,Zhipu GLM,ed47a35ac71911643855ca2c511a3ebea90df168e84b3c2dab870343d4831ebf,4bfd93aa77f778a5cf84320e73458ea2e50521f9e734bee33574123af75b43ec
ri_cb10d254bd717c5796af,RST044,DEEPSEEK_B_C15,API810_315,2,205,Biology,C15,B,DeepSeek,e46b346746275fe58c60a7003841e44a9b9b4f8e8002c5e3d2dc410f97170664,e1627f347909626e8c675d01bf7f7352d849a3a9a30c6f36e5d86f16e7efb171
ri_622c7629e0a8a8e0124c,RST010,GPT_A_C04,API810_634,1,206,Physics,C04,A,OpenAI GPT,9c01722ebaa7f682e95f56039f5c3f3c334f08ff04cbdab3e7991967e679561c,ed485b0ab04706b6910775a4a8272a7184baea96a3642c45ea43eb717a61258e
ri_d6a5369d3634495b734a,RST056,claude_B_C19,API810_139,3,207,Geoscience,C19,B,Anthropic Claude,7d074389d2bfdb96bb422d6fb247b68f4a010218452ac70a95f85e3c64223dbc,4342e866611715aa14bc044366df4a556bc3c040994b8a6e891e109b20206ca9
ri_86864e134fb681d3ef93,RST036,千问_C_C12,API810_072,3,208,Chemistry,C12,C,Alibaba Qwen,43606521bdb443204ee497b6ce32447cbc69eb55fc5639f474baaa0a1b7e65a0,fca8ce5af4ebe7bfafbe9d2f406c5afb6c1d8a98b807185f56ca5539bf60586d
ri_de945f25b3010fea5cd0,RST050,KIMI_B_C17,API810_587,3,209,Biology,C17,B,Moonshot Kimi,80c9a2f7e4c84980cf5c8f510f3df84191bfa9871b7f9344a3c32365b9964344,1fabe2df88f535a9cd8e0f96617961e864e9bc4e9ffa1e7e8ca51d794a1892e4
ri_792bb495c424b03b66e5,RST038,GPT_B_C13,API810_673,2,210,Biology,C13,B,OpenAI GPT,633beeea61eee1fce389f9aa0802bb2be8610d8ea82c527e4186605f00bac130,21a6ddf558571694ed68a037109ab21c8a44893e64f92673ae9cdcaf6dd3b97b
ri_8abb1517b698f05c1074,RST012,Gemini_C_C04,API810_424,2,211,Physics,C04,C,Google Gemini,e84ffb0027c9978e1cffe9d762ccd7d106b59195c62072f355a8fe9106874dcc,07a45df02fa711c4b0169403b34f9b053b12ff84fc464640d198ad6eff855d06
ri_d98376e78762eb256a21,RST074,KIMI_B_C25,API810_595,2,212,Climate/Environment,C25,B,Moonshot Kimi,15234426580200d04c25c1702713e1e34448ebd60d49990f4bd62822c418dd79,d1913cf25940b5b652a29fb2d421d91fa69250ec5d4b80195e7b9a3bb41a282f
ri_addf68333ae308038b7e,RST040,豆包_A_C14,API810_194,3,213,Biology,C14,A,ByteDance Doubao,c402a139197703fea3dc7e7bc809f932eaf2d16bdad924fbea3d5570beb6eea2,6988fafd51f62dc99960f1419d71b09a8ce47441d9bcf49420cc72b821ed93c8
ri_b273e56b6cc7f0c9e158,RST079,mimo_A_C27,API810_477,2,214,Climate/Environment,C27,A,Mimo,3e0f36edc5ca9eaabd1415ca796e2f2eee59e779f3514dd533b6aac83ce2ac99,be9f36da9ad0e548467f89a9bc206587ce2744d565c47307cbce5ddba50f07e7
ri_da701c5faa8cedd02493,RST053,claude_B_C18,API810_138,3,215,Biology,C18,B,Anthropic Claude,1abe53d5b2af78cc65593014db0128483ada546e0e6b7eb270381c8c3a163992,d6d718069674cc7550c35698673d5fc45e30582069604391358fb10405aad9ed
ri_7acf96fcfa8afb3288b5,RST060,mimo_C_C20,API810_530,3,216,Geoscience,C20,C,Mimo,91350d948fb1c171b11dc4e35f5a146abd4750d2ebcdc865b99e2a00420f4ffd,6747197bd68671854cc1fcade53493a29802469df65c9be370b2346a0e0406e0
ri_2de1572456564d32b4ab,RST035,claude_B_C12,API810_132,1,217,Chemistry,C12,B,Anthropic Claude,1c813baed2ff8877a23e6ebe325e295826a87efe9ae00dcbae6fcd5e61bfbda7,bce84c90a8b85b7745f3066c31913ef2e0b9231d056ba1467a2ede6be7bdd008
ri_acbc03f5abab4e56dad1,RST024,豆包_C_C08,API810_248,3,218,Chemistry,C08,C,ByteDance Doubao,8cbbefde1431a2fa9f07a88eb519f91770eaff2063d66c9a3b6aa3288fd8e026,d03a35904f51092a41bd622e4b808d0240d89d3c5f69fb506445ff3259ebd7f3
ri_1daf98b3bdfe693d51c0,RST010,GPT_A_C04,API810_634,2,219,Physics,C04,A,OpenAI GPT,9c01722ebaa7f682e95f56039f5c3f3c334f08ff04cbdab3e7991967e679561c,ed485b0ab04706b6910775a4a8272a7184baea96a3642c45ea43eb717a61258e
ri_c06ff4876f44225cd4e2,RST069,GPT_C_C23,API810_713,3,220,Geoscience,C23,C,OpenAI GPT,b948e2c1119509465257752710519c173595cd0a8a2ffee4b58f8eed8e9b8318,ca5580c3622d0454671e74284d86e7a889ba576ccccb21d6ee6b3d35de76c45f
ri_2de406e01af00eee1255,RST087,mimo_C_C29,API810_539,2,221,Climate/Environment,C29,C,Mimo,30946cbbdff3413ce0b1824e2e9ff4844d1ee3dd24a2d6ca6e43ec93297a1a05,7eb4eb4803e4b8cc480ad3fa181a4301acc4809cbc438d4743a0b2d8e9e01339
ri_6e29b063eba09b4b8684,RST025,mimo_A_C09,API810_459,2,222,Chemistry,C09,A,Mimo,093714065313b43911ef4b8383e0681169b3604f73166358229eefd0f41379b3,a633caa99d1d52af36e3bf1e8012b002b34562fcdfcd4064987f2be070d6aff5
ri_11548bda45b42bf5ecfc,RST077,Gemini_B_C26,API810_416,2,223,Climate/Environment,C26,B,Google Gemini,01851605062f0bc2b5dbde36ecffc0e4448983788938f4f55aa3548a39440f09,9070479f710132d096f8beef1f5c273c9970be3413f22e560d4f1cdae3c4bee0
ri_2fcc17d2074bca5d0757,RST082,claude_A_C28,API810_118,2,224,Climate/Environment,C28,A,Anthropic Claude,8ad2380daf446db580b38e1df6f31ca33648907f9f22fcbcf27948e98ca7d9b7,d436bc749cfbb37626b40253cc8599a0f5d795fc7989df71178482ccff8fd6db
ri_c6a5cdfe7bfe85e3f39b,RST001,mimo_A_C01,API810_451,2,225,Physics,C01,A,Mimo,3ee9179dcb531f2cd86e5ea3485178bd97426d2e62adc1246e72e1e5c217ac12,786c85e253bcbaadeee279011f9ca7763463161fcec72c01cf030da08d69cdac
ri_581d6a83862cb763bd53,RST084,DEEPSEEK_C_C28,API810_358,3,226,Climate/Environment,C28,C,DeepSeek,d276ae40743e08bdd08cdb5786ce63ce2e9a6a8019611b30b631caeb10c4c972,6c3294f9ebe28debd6831f440ea39266c5fdb9b0e852ecd3e4770d3467c8532f
ri_1975007a22328d45d224,RST065,mimo_B_C22,API810_502,3,227,Geoscience,C22,B,Mimo,2d5622688d15f2113388b2e717e3145fb8e1b01d977299c1da3530cbfe981e27,290017ba1b04877674efc829699a0731410f762494c1c42b24f8defb14e1db3e
ri_4ec339e0218876071ab7,RST068,Gemini_B_C23,API810_413,1,228,Geoscience,C23,B,Google Gemini,9fc712fb4be0749bb9fb03d78b011f664940ab6213ff2f5813dd19ae78b2ca84,55bc098c0ef3feaaf991099f2ed34b99b010778667fe4ef0f47ac968b3eaa349
ri_d33dfa8f316329473d77,RST035,claude_B_C12,API810_132,3,229,Chemistry,C12,B,Anthropic Claude,1c813baed2ff8877a23e6ebe325e295826a87efe9ae00dcbae6fcd5e61bfbda7,bce84c90a8b85b7745f3066c31913ef2e0b9231d056ba1467a2ede6be7bdd008
ri_81bb4d971cea388c775d,RST053,claude_B_C18,API810_138,2,230,Biology,C18,B,Anthropic Claude,1abe53d5b2af78cc65593014db0128483ada546e0e6b7eb270381c8c3a163992,d6d718069674cc7550c35698673d5fc45e30582069604391358fb10405aad9ed
ri_4250ec2e257bfa31e7e3,RST067,豆包_A_C23,API810_203,2,231,Geoscience,C23,A,ByteDance Doubao,c151b464e6673fa391aea1567879682924697fbda729725b2d42e62b234418ef,dad9bd792dbefb592913deaeb651369edc9dd576a3b658f165e5b5e8c3a2d5e2
ri_5416bdf0bc23cf24cb31,RST033,KIMI_C_C11,API810_611,1,232,Chemistry,C11,C,Moonshot Kimi,659a9b10212e3bd92272b70477058c5c8554b0e9e4ca50d97c865b6d5557caba,d90cbd7bbf48dda24639d5825bdf718f46073376a546a21a04e9a0bdf5364e24
ri_fd206bbc29975359b095,RST077,Gemini_B_C26,API810_416,1,233,Climate/Environment,C26,B,Google Gemini,01851605062f0bc2b5dbde36ecffc0e4448983788938f4f55aa3548a39440f09,9070479f710132d096f8beef1f5c273c9970be3413f22e560d4f1cdae3c4bee0
ri_248cb4c277bfba4db644,RST005,claude_B_C02,API810_122,3,234,Physics,C02,B,Anthropic Claude,c59c757ee5e777c4d3503d19d0ba3c5a17006dc5b5cdb08e66f0ab32d4c5e39f,be95b017f5fa65b1ba236bb3cca571c84552f7b3f6f4bdd33bf458e6dd005246
ri_1d5f90b35862ae719b65,RST061,GLM_A_C21,API810_741,3,235,Geoscience,C21,A,Zhipu GLM,4880ec97be032be78601146cd6ddd6bc0068ee4c815d77438834fcddbac61a9e,e44ffa36b91b0663305c1db46dbba2161e2435e6f605ecc024a5649e584adf01
ri_06c1190e26b1290ae50b,RST078,claude_C_C26,API810_176,1,236,Climate/Environment,C26,C,Anthropic Claude,901603b2b083bf58bea869f4c14b09d8be1b40cd1975b5ada8dc971e195dd417,6994374611f228fc94a99c17481180a980590f3d53025fe2dcaa0bcd202bbaec
ri_0c3da378598fc9910983,RST048,千问_C_C16,API810_076,1,237,Biology,C16,C,Alibaba Qwen,d714091faefc0354b9b5013d9838479adabccca67d71e42c578252b0e8f856f6,092a1ccfdf719bb2185a725d8a93f0176bec217e9f58847cf6bb9ad6406bec9a
ri_5740b49120620dbfe4a3,RST022,Gemini_A_C08,API810_368,3,238,Chemistry,C08,A,Google Gemini,437b2fa3042ef259089bb2be87100c4060a8306f13d7c84b666020d9d55e6fe2,e912297305e6c62ad56fae546a9996b6b1e26ad154ce593ebc82bdcd89a6261c
ri_180cad8edd75d1ca0c53,RST023,mimo_B_C08,API810_488,1,239,Chemistry,C08,B,Mimo,a3faaf6c215bfc670c495f735bf9f13c20c9a2a1f2928d851d92ba026fc5e207,d25e9ca5c651ab66a596346e4f38262359746210c3a52665d505ea4a16791d2c
ri_a9b9e2a939d556e23f53,RST032,豆包_B_C11,API810_221,1,240,Chemistry,C11,B,ByteDance Doubao,64352c65e6102db63fae1e8410d43b72990b3d419379a78a0360b6df644369a9,13b1fa5592eeddc369073dd3d541c31e5c6a0b543e5d095fc63039798a058de2
ri_fc679f35e1f2270c399a,RST008,mimo_B_C03,API810_483,2,241,Physics,C03,B,Mimo,47228c2c6a790f8784c94d4e4a718a57d28049aef2529e265e92e73dbd91abec,b39a06281289fffe075e9f2742c452d67a19046c0121ce2c601ecde54be018f8
ri_30301f55167df5848f4c,RST042,mimo_C_C14,API810_524,1,242,Biology,C14,C,Mimo,ba06d060edd70de1e7657a51fc75d85b0bbd3215db68bed8441aabaed5bdd066,0d5bc76183480610ac23249201eb28b5c97c2417ec292ccbe7063ae14dd8ed19
ri_50b5dcd4c549dbe1b2ee,RST005,claude_B_C02,API810_122,2,243,Physics,C02,B,Anthropic Claude,c59c757ee5e777c4d3503d19d0ba3c5a17006dc5b5cdb08e66f0ab32d4c5e39f,be95b017f5fa65b1ba236bb3cca571c84552f7b3f6f4bdd33bf458e6dd005246
ri_1499b23182f9bea092df,RST031,claude_A_C11,API810_101,2,244,Chemistry,C11,A,Anthropic Claude,31f7e952c93ba10ad39887dff22d31f586069bcc8fad8a914977c0ae0f10544d,5b3015a5323016a121dbb96a2a904d8d81b7b3885c271426d3cd4aede409a608
ri_3f8b79d1ff7bd852af89,RST010,GPT_A_C04,API810_634,3,245,Physics,C04,A,OpenAI GPT,9c01722ebaa7f682e95f56039f5c3f3c334f08ff04cbdab3e7991967e679561c,ed485b0ab04706b6910775a4a8272a7184baea96a3642c45ea43eb717a61258e
ri_9282e456ec872fda673b,RST083,豆包_B_C28,API810_238,3,246,Climate/Environment,C28,B,ByteDance Doubao,5c6819db7f1d108ad0d297b5b142f7ebce397f549f410d964654a62665d2f45b,c99c8e75c04cc94a5fbfb3f95d56a1239d7a4483abb91febaeb51e2a2cc4c578
ri_ec217d8d896ad67eab47,RST043,GLM_A_C15,API810_735,2,247,Biology,C15,A,Zhipu GLM,d4afa637ccbd9c9e8d32064f69f52909265081f2d98a89359244c8b5139f03b4,2e1ab3773c5d54d85b0e7edb38ca3377aa52677005b8fd0c55f49ca2f418f216
ri_6079a0f9283860cc36c8,RST078,claude_C_C26,API810_176,3,248,Climate/Environment,C26,C,Anthropic Claude,901603b2b083bf58bea869f4c14b09d8be1b40cd1975b5ada8dc971e195dd417,6994374611f228fc94a99c17481180a980590f3d53025fe2dcaa0bcd202bbaec
ri_5ba73a7d8d8af4853197,RST075,GPT_C_C25,API810_715,3,249,Climate/Environment,C25,C,OpenAI GPT,41c092f76a7eb9e4c7608f4978918f989004ce5032ab6614bf3ebbaa8bba9ac1,7987e4c28740fd7ae3d25ef04701d77c810087b657e7ad2b3144d7ebe1da4a39
ri_4a85b58e7cab0987f02b,RST034,KIMI_A_C12,API810_552,3,250,Chemistry,C12,A,Moonshot Kimi,69b8f8b0974775a4f2db6b42dec88448fa05b944f441efa8a4adf052eace748e,f4376ea964d7ba6cf260518029cc03542921efd6dfb1f9e806db3e43db012bcc
ri_18585560728ca930db16,RST014,GLM_B_C05,API810_755,3,251,Physics,C05,B,Zhipu GLM,13d58e3747fde025211d3e9db810ee3e00dedc8ee741d656b44577755c2f203a,649833e15c6211bfc3672c2d2d23b69aabcc4b0d4e36f3314919e6607d09107f
ri_5ca44b3eed9a4694ac1f,RST083,豆包_B_C28,API810_238,2,252,Climate/Environment,C28,B,ByteDance Doubao,5c6819db7f1d108ad0d297b5b142f7ebce397f549f410d964654a62665d2f45b,c99c8e75c04cc94a5fbfb3f95d56a1239d7a4483abb91febaeb51e2a2cc4c578
ri_6b33c98f831f7a1e79a5,RST018,千问_C_C06,API810_066,2,253,Physics,C06,C,Alibaba Qwen,51e13339dffaed555562ef305a219a079ed77f664792476a9bbc2f3337e81cf1,25ce090691849554f13361f08e0aadb40e733d865b96a6d5a090183ca1c8ea47
ri_8d89e29cb1f4b6c9589c,RST059,KIMI_B_C20,API810_590,3,254,Geoscience,C20,B,Moonshot Kimi,d0a12ba88c99e37ebbdfd1f812e56444b8da40ec6943add57fcb2a1af220c9ea,9a9747dbcdb306309ea4b272302a9a76f92a2c395de75584457c3d011edd8a73
ri_f5d7cebaadd9c5a90317,RST027,Gemini_C_C09,API810_429,3,255,Chemistry,C09,C,Google Gemini,947466ef77fa70f18705746a5452b541edb728a768bfaf4f7000675af8fba471,1933e75b42e5a5b42c25db44b4aa54552b5d481b74c4d91a3044b2b02c80235b
ri_3979f07185b87188e7a8,RST044,DEEPSEEK_B_C15,API810_315,1,256,Biology,C15,B,DeepSeek,e46b346746275fe58c60a7003841e44a9b9b4f8e8002c5e3d2dc410f97170664,e1627f347909626e8c675d01bf7f7352d849a3a9a30c6f36e5d86f16e7efb171
ri_611f7fa0b4f7d36adf33,RST079,mimo_A_C27,API810_477,3,257,Climate/Environment,C27,A,Mimo,3e0f36edc5ca9eaabd1415ca796e2f2eee59e779f3514dd533b6aac83ce2ac99,be9f36da9ad0e548467f89a9bc206587ce2744d565c47307cbce5ddba50f07e7
ri_329ff2db999c2b85a671,RST068,Gemini_B_C23,API810_413,3,258,Geoscience,C23,B,Google Gemini,9fc712fb4be0749bb9fb03d78b011f664940ab6213ff2f5813dd19ae78b2ca84,55bc098c0ef3feaaf991099f2ed34b99b010778667fe4ef0f47ac968b3eaa349
ri_87e0e4c2052e67048ed9,RST076,GLM_A_C26,API810_746,3,259,Climate/Environment,C26,A,Zhipu GLM,1ba344a13169bc75355f452aaa508c36a29c4b99ae5b50e536ac98a4ab30e5d2,be7dd4efc38e6eb5fb8efad9bb8cfcaee3790eee41717325c084ca3bcb7eb3ec
ri_82e440f9654cf2d84141,RST073,豆包_A_C25,API810_205,2,260,Climate/Environment,C25,A,ByteDance Doubao,20d548cb4cad8c36d573f7f6e09ca72db671a5211c26102fe2443f02ee48b702,65adb8141656ba8c85f171310cc01fd98221332b5ba8a89cffa3c1a62774a051
ri_8e8bb18e56140e7ccefd,RST043,GLM_A_C15,API810_735,3,261,Biology,C15,A,Zhipu GLM,d4afa637ccbd9c9e8d32064f69f52909265081f2d98a89359244c8b5139f03b4,2e1ab3773c5d54d85b0e7edb38ca3377aa52677005b8fd0c55f49ca2f418f216
ri_c1722bd6cbb9b4aed2db,RST065,mimo_B_C22,API810_502,2,262,Geoscience,C22,B,Mimo,2d5622688d15f2113388b2e717e3145fb8e1b01d977299c1da3530cbfe981e27,290017ba1b04877674efc829699a0731410f762494c1c42b24f8defb14e1db3e
ri_2d7d6b06b2e250466e0f,RST054,GLM_C_C18,API810_798,2,263,Biology,C18,C,Zhipu GLM,2b649c43837a157985ca2638a3f2c87f5f99cb2f0b1b1da4a76e4f0f87a2cae2,1238e5ae61aed34ed3a7eac4fa2574a6b08f3466d07cada167c4e97cb2a12684
ri_70b5f92ee8a9b3a674f9,RST004,DEEPSEEK_A_C02,API810_272,2,264,Physics,C02,A,DeepSeek,5961e5aed766245329b02a607427024c216fa5514991da62fa9f20795fd267ed,e1c07bcd5fe3f1dbc380bd648eb96f6df1c069d495904bf379a7807d38abd62d
ri_25cf0e535c58134c0a33,RST012,Gemini_C_C04,API810_424,1,265,Physics,C04,C,Google Gemini,e84ffb0027c9978e1cffe9d762ccd7d106b59195c62072f355a8fe9106874dcc,07a45df02fa711c4b0169403b34f9b053b12ff84fc464640d198ad6eff855d06
ri_2b3fc02f2dbe8f801f1e,RST037,Gemini_A_C13,API810_373,2,266,Biology,C13,A,Google Gemini,7f2eda7386f6f6a08e693860e9c2b7869cb9fd36fadb8393ba3ed63d57a44fa0,415f86fd7a34e9bd3d15dc2c419003340b741e5c65b88dfac4e211ea79f880c1
ri_e90c3b0ca710a2a1c9dc,RST055,DEEPSEEK_A_C19,API810_289,2,267,Geoscience,C19,A,DeepSeek,6f76eb8772596933f44ae62d7b781a543a505a8ea531928555a86cb9045cca9f,2e4b68c90f4c4508ac65abfce15b66c167fdc1917cba087c90f3369b6803c899
ri_41c61c3c6d5656c778d6,RST053,claude_B_C18,API810_138,1,268,Biology,C18,B,Anthropic Claude,1abe53d5b2af78cc65593014db0128483ada546e0e6b7eb270381c8c3a163992,d6d718069674cc7550c35698673d5fc45e30582069604391358fb10405aad9ed
ri_2fd25644ede9a5f20a86,RST031,claude_A_C11,API810_101,1,269,Chemistry,C11,A,Anthropic Claude,31f7e952c93ba10ad39887dff22d31f586069bcc8fad8a914977c0ae0f10544d,5b3015a5323016a121dbb96a2a904d8d81b7b3885c271426d3cd4aede409a608
ri_bc50a935293c62e37ab7,RST022,Gemini_A_C08,API810_368,2,270,Chemistry,C08,A,Google Gemini,437b2fa3042ef259089bb2be87100c4060a8306f13d7c84b666020d9d55e6fe2,e912297305e6c62ad56fae546a9996b6b1e26ad154ce593ebc82bdcd89a6261c
